steamid,personaname,loccountrycode,recent_playtime_hours,profileurl,two_weeks
76561199061757205,V583,RO,1.4,https://steamcommunity.com/id/V-DLXXXIII/,2.08
76561198930519456,mimico ♥ ♡ ❤,US,46.5,https://steamcommunity.com/id/lolcatz69/,53.47
76561199488113940,Eric Bateman,PL,41.93,https://steamcommunity.com/id/haternex256/,38.22
76561199591030082,Locked In,US,0.0,https://steamcommunity.com/profiles/76561199591030082/,0.0
76561199588873857,cyrag,US,0.0,https://steamcommunity.com/profiles/76561199588873857/,0.0
76561198047633340,Pokebiologist,,42.18,https://steamcommunity.com/profiles/76561198047633340/,45.67
76561198134260098,naisu,UA,63.98,https://steamcommunity.com/id/jouppa/,64.88
76561198069708923,Shock,US,3.42,https://steamcommunity.com/id/Shocknclaw/,3.63
76561198288079629,Endless,,41.82,https://steamcommunity.com/profiles/76561198288079629/,54.28
76561198974401941,Svaha,IN,26.8,https://steamcommunity.com/id/UmbraSage567/,27.97
76561199701527165,Voltern†Vorn,,17.87,https://steamcommunity.com/profiles/76561199701527165/,19.77
76561198133583347,Wooper :3,CA,37.72,https://steamcommunity.com/id/FelixArgyleBestWaifu/,36.67
76561199048376150,LaterGrub,US,26.65,https://steamcommunity.com/profiles/76561199048376150/,37.37
76561198045331017,Papa Tri,US,31.3,https://steamcommunity.com/id/papa_tri/,30.8
76561198267935648,Azamos,,93.9,https://steamcommunity.com/profiles/76561198267935648/,95.28
76561198152889181,Cinder0802,,32.1,https://steamcommunity.com/profiles/76561198152889181/,27.67
76561198137220341,thePunisher,,10.02,https://steamcommunity.com/id/thePunisher09/,10.43
76561198035570083,The_Squad_Guy,GB,67.22,https://steamcommunity.com/profiles/76561198035570083/,56.6
76561199120233066,Spud,SM,59.18,https://steamcommunity.com/profiles/76561199120233066/,54.73
76561198429656041,XECR8,FI,0.0,https://steamcommunity.com/profiles/76561198429656041/,0.0
76561198325440338,30 pounds of fent up my urethra,JP,109.6,https://steamcommunity.com/id/mothmantraphouse/,103.32
76561198149669247,RaccoonRecker,US,10.47,https://steamcommunity.com/profiles/76561198149669247/,10.47
76561198335444055,owmybodyhurt,,3.02,https://steamcommunity.com/id/owmybodyhurt/,2.63
76561198351366117,Connor ヤギ,MX,22.8,https://steamcommunity.com/id/itsameconnor/,17.07
76561198081292234,Lord Shadow,JP,1.75,https://steamcommunity.com/id/jokygreen/,1.27
76561198094370759,LionHeart,US,44.42,https://steamcommunity.com/profiles/76561198094370759/,37.0
76561199396526527,Red,,52.1,https://steamcommunity.com/profiles/76561199396526527/,59.35
76561199577986385,APEX Snaz,PH,53.75,https://steamcommunity.com/profiles/76561199577986385/,39.22
76561199805217653,KB<Cruciotti>,,118.37,https://steamcommunity.com/profiles/76561199805217653/,126.37
76561199750896093,Twitch Drops,GB,0.0,https://steamcommunity.com/profiles/76561199750896093/,0.0
76561198368688387,HoovyMain,,2.9,https://steamcommunity.com/id/hOVYmaN/,2.93
76561199501890331,Mello,AU,244.93,https://steamcommunity.com/id/mellowasimposter/,278.68
76561199756444909,Dauntlos,US,0.0,https://steamcommunity.com/profiles/76561199756444909/,0.0
76561198838381654,Matcha Latte,ID,0.0,https://steamcommunity.com/profiles/76561198838381654/,0.0
76561199084591887,The Dirt Merchant,,11.78,https://steamcommunity.com/profiles/76561199084591887/,12.55
76561197978583696,Ryex,US,9.63,https://steamcommunity.com/id/Ryex/,10.22
76561198213207017,Lord Cash,US,68.57,https://steamcommunity.com/id/TheGhostofDFG/,73.73
76561199225439249,AVDIJAJ,,7.15,https://steamcommunity.com/profiles/76561199225439249/,8.33
76561199305883008,quorpalorp,CY,7.92,https://steamcommunity.com/id/quorpalorp/,7.92
76561199211346306,Mar Mar,AU,53.4,https://steamcommunity.com/profiles/76561199211346306/,50.45
76561199662010116,沃吉巴达,JP,15.63,https://steamcommunity.com/profiles/76561199662010116/,14.75
76561199505519355,ZXC-ubica,,10.67,https://steamcommunity.com/profiles/76561199505519355/,10.67
76561198036743043,wudda,,71.85,https://steamcommunity.com/id/wuddatank/,71.85
76561199502195720,R,GB,88.73,https://steamcommunity.com/profiles/76561199502195720/,91.78
76561198053513269,crMonty,CA,89.62,https://steamcommunity.com/profiles/76561198053513269/,80.13
76561199797730256,💚Lena Kolesnikova💚,RU,0.0,https://steamcommunity.com/id/7656111986796578932321/,0.0
76561199553789954,admassumatthias1,,4.77,https://steamcommunity.com/profiles/76561199553789954/,4.08
76561199238379376,xXYoloSwag4JesusXx,,0.0,https://steamcommunity.com/profiles/76561199238379376/,0.0
76561199038802861,N.Ciprian,RO,3.7,https://steamcommunity.com/id/NCiprian/,4.18
76561199258673029,howdy,,19.1,https://steamcommunity.com/id/sigma_dawud/,22.05
76561198080234971,Gorey,GB,15.17,https://steamcommunity.com/profiles/76561198080234971/,15.6
76561199201759020,Ledgey,AU,0.0,https://steamcommunity.com/profiles/76561199201759020/,0.0
76561198840565224,moose,CA,95.85,https://steamcommunity.com/id/AzukiRico/,99.92
76561199148392306,Deylan,PL,63.3,https://steamcommunity.com/profiles/76561199148392306/,62.5
76561199196122000,¡🔥Nitro Lead🔥,US,10.68,https://steamcommunity.com/id/wwitajSECRETDCV4JANM/,9.07
76561199803826259,myth,US,0.92,https://steamcommunity.com/profiles/76561199803826259/,1.45
76561199812381556,zLow1,RO,0.65,https://steamcommunity.com/profiles/76561199812381556/,0.65
76561198348828421,Eggmanjames,GB,36.18,https://steamcommunity.com/id/eggmanjames/,35.28
76561198045766489,Lil' Foot,AF,20.63,https://steamcommunity.com/profiles/76561198045766489/,17.98
76561198311363290,Gaby,,97.3,https://steamcommunity.com/profiles/76561198311363290/,99.75
76561199119431123,kevinfentlord,,109.95,https://steamcommunity.com/profiles/76561199119431123/,112.15
76561198201729281,Ronwa,PS,10.43,https://steamcommunity.com/id/Ronwa/,11.63
76561199243863521,The Wolf,,38.82,https://steamcommunity.com/profiles/76561199243863521/,71.42
76561198411669195,rylanmb,AU,7.27,https://steamcommunity.com/id/rylanmb/,7.27
76561199053053469,Alaus?,CA,18.48,https://steamcommunity.com/profiles/76561199053053469/,18.38
76561199227643685,Aleksa,RS,0.0,https://steamcommunity.com/id/0aleksa/,0.0
76561199237503020,Maggie Rhee,GR,0.0,https://steamcommunity.com/profiles/76561199237503020/,0.0
76561198872248078,dalloc,,1.38,https://steamcommunity.com/profiles/76561198872248078/,1.37
76561199030577003,SgtLintLicker,,38.82,https://steamcommunity.com/id/stonerace88/,34.7
76561199115151009,Scarp,IT,57.32,https://steamcommunity.com/profiles/76561199115151009/,56.92
76561199230025020,Nanner_Bananner,CA,46.37,https://steamcommunity.com/profiles/76561199230025020/,58.1
76561198074199673,Oldgreywolf,,88.8,https://steamcommunity.com/profiles/76561198074199673/,92.95
76561199751045432,Carnage_.11,NL,91.57,https://steamcommunity.com/profiles/76561199751045432/,95.58
76561199095701035,Bell,,11.8,https://steamcommunity.com/profiles/76561199095701035/,11.48
76561198065881101,BloodOats,US,34.87,https://steamcommunity.com/profiles/76561198065881101/,37.75
76561199183778609,Fwapthefrog,US,47.82,https://steamcommunity.com/id/Terrariagood/,46.08
76561199248184532,heidz,,4.35,https://steamcommunity.com/profiles/76561199248184532/,4.93
76561199200676394,Wild West Krater,LV,29.95,https://steamcommunity.com/profiles/76561199200676394/,34.07
76561199206212570,G00SE,,31.7,https://steamcommunity.com/profiles/76561199206212570/,32.62
76561199389295862,Life is Beautiful,,32.25,https://steamcommunity.com/profiles/76561199389295862/,34.33
76561197985748058,drunkenmaster,,0.0,https://steamcommunity.com/profiles/76561197985748058/,0.0
76561199086508931,ryanGP,IN,174.43,https://steamcommunity.com/id/ryanGP/,159.87
76561198978030856,NoakIsBack,,0.0,https://steamcommunity.com/profiles/76561198978030856/,0.0
76561198034735400,kckdoutdrw,US,111.28,https://steamcommunity.com/id/kckdoutdrw/,116.27
76561198989669042,yL,,45.13,https://steamcommunity.com/id/yL19/,46.12
76561199228641669,Butter_Cat,,6.03,https://steamcommunity.com/profiles/76561199228641669/,4.58
76561199523398314,(PAS)lpascual,US,36.65,https://steamcommunity.com/profiles/76561199523398314/,41.63
76561199217833784,Kwastki,,70.22,https://steamcommunity.com/profiles/76561199217833784/,78.58
76561199206483372,Mudjica,,22.95,https://steamcommunity.com/profiles/76561199206483372/,22.95
76561198150807156,⭕⃤  Simone,US,26.42,https://steamcommunity.com/id/simoneeeee/,19.22
76561199113647278,elc3d.,,37.37,https://steamcommunity.com/profiles/76561199113647278/,41.43
76561198996943644,LeBron Jahames,BF,125.03,https://steamcommunity.com/id/meow10001/,122.82
76561199045869415,SomeCyberGuy,,85.55,https://steamcommunity.com/profiles/76561199045869415/,91.95
76561198023224304,m a r t,,0.0,https://steamcommunity.com/id/marterikd/,0.0
76561198857383026,Big T,NL,135.67,https://steamcommunity.com/id/Tilow_/,147.32
76561198274746953,Walter Woshid,US,28.83,https://steamcommunity.com/id/WalterWoshid/,28.38
76561198307657793,D3STROY,GB,7.83,https://steamcommunity.com/profiles/76561198307657793/,3.5
76561199499604854,Versace,UA,49.8,https://steamcommunity.com/profiles/76561199499604854/,47.97
76561199480313660,Hungry monkey,SK,16.93,https://steamcommunity.com/id/HungryGoering/,19.48
76561199149496516,Jachymッ,,37.0,https://steamcommunity.com/profiles/76561199149496516/,39.15
76561198067701387,GOBLIN,US,45.45,https://steamcommunity.com/profiles/76561198067701387/,45.78
76561198078498446,BOOMANJR,US,86.4,https://steamcommunity.com/id/BOOMANJR/,82.4
76561199662076289,Kuroi Kistune,,8.52,https://steamcommunity.com/profiles/76561199662076289/,6.52
76561198004184932,Fair Yuri,CZ,13.48,https://steamcommunity.com/id/fairjohnyx/,13.48
76561199166463450,The Nightmare,US,117.95,https://steamcommunity.com/profiles/76561199166463450/,103.17
76561198148538419,brewersfan2014,,77.95,https://steamcommunity.com/id/jemel567/,79.68
76561199807659328,Fii tingle,,65.98,https://steamcommunity.com/profiles/76561199807659328/,85.32
76561198064190636,Eston Vamber,,58.22,https://steamcommunity.com/profiles/76561198064190636/,59.27
76561198231150768,Fantasiado,,60.8,https://steamcommunity.com/id/Fanatasiad/,61.23
76561199677948396,BlackTiger,,22.03,https://steamcommunity.com/profiles/76561199677948396/,22.03
76561198043251303,rdolsek,AT,0.0,https://steamcommunity.com/profiles/76561198043251303/,0.0
76561198288038598,Gaspar,,24.98,https://steamcommunity.com/profiles/76561198288038598/,25.35
76561199218051698,PerfelityCube,GE,62.0,https://steamcommunity.com/profiles/76561199218051698/,60.92
76561198044642425,coz,,71.12,https://steamcommunity.com/id/c0zmix/,72.83
76561197998652795,Kayfabe Games YT,US,49.53,https://steamcommunity.com/id/KayfabeGames/,45.0
76561198318682128,Gum_Cuzzler,,89.95,https://steamcommunity.com/profiles/76561198318682128/,87.87
76561198108638196,YoRHa,US,43.27,https://steamcommunity.com/id/YoRHa_USEC/,42.87
76561199224086097,Freddy Dazbear,,79.2,https://steamcommunity.com/profiles/76561199224086097/,77.63
76561198871398826,source player,NE,18.52,https://steamcommunity.com/id/prophgjedrhgio/,19.22
76561198440972014,Squidorno,RO,1.33,https://steamcommunity.com/profiles/76561198440972014/,1.33
76561199267247557,Kr!stnka,EH,27.68,https://steamcommunity.com/profiles/76561199267247557/,13.7
76561198871153259,john,IE,0.0,https://steamcommunity.com/profiles/76561198871153259/,0.0
76561198072249943,Grif,,110.43,https://steamcommunity.com/id/GrifWithOneF/,108.63
76561199022096907,RinkiHUN,,2.35,https://steamcommunity.com/profiles/76561199022096907/,2.93
76561199543226836,dott.,,9.08,https://steamcommunity.com/profiles/76561199543226836/,9.08
76561199487856835,PAINIS WEAKNESS,,7.5,https://steamcommunity.com/profiles/76561199487856835/,7.5
76561198095382200,That One  Guy,NL,10.85,https://steamcommunity.com/profiles/76561198095382200/,21.6
76561199278413336,YosseF,,0.0,https://steamcommunity.com/profiles/76561199278413336/,0.0
76561199128116069,Lipton,SA,0.0,https://steamcommunity.com/profiles/76561199128116069/,0.0
76561199812232449,Jake with skins ☻,US,190.28,https://steamcommunity.com/id/realjakewithskins/,171.32
76561198256054578,jang,IT,15.67,https://steamcommunity.com/id/SuperBoyPowah/,15.83
76561199277422933,zacharia032007,US,34.6,https://steamcommunity.com/profiles/76561199277422933/,35.37
76561198876779869,codygigowski2016,,1.57,https://steamcommunity.com/profiles/76561198876779869/,1.45
76561198798428968,smileonmyface,,51.35,https://steamcommunity.com/id/J3d1x/,60.43
76561198968850291,Bier Meisterin,KP,34.28,https://steamcommunity.com/id/miakizu/,48.9
76561198159725605,Dapurpletedy,CA,0.35,https://steamcommunity.com/profiles/76561198159725605/,0.35
76561198385257351,gekyume,US,0.0,https://steamcommunity.com/profiles/76561198385257351/,0.0
76561199524303327,cooperjoop,AU,5.68,https://steamcommunity.com/profiles/76561199524303327/,5.73
76561199773380628,ErrorGG,IQ,0.0,https://steamcommunity.com/profiles/76561199773380628/,0.0
76561199246607899,Exvinity,US,8.82,https://steamcommunity.com/id/Exvinity2008/,7.43
76561198166206896,Paulohers,,0.38,https://steamcommunity.com/profiles/76561198166206896/,0.38
76561199118664418,Pepperboi,,0.0,https://steamcommunity.com/profiles/76561199118664418/,0.0
76561198995743220,Entropy99,AR,56.68,https://steamcommunity.com/profiles/76561198995743220/,60.43
76561198453024656,CoolKitty473,US,94.38,https://steamcommunity.com/id/CoolKitty473/,92.62
76561199668209130,nigru,JP,76.23,https://steamcommunity.com/id/fuga1/,63.58
76561199591207855,tapa-san,ME,0.0,https://steamcommunity.com/profiles/76561199591207855/,0.0
76561198863961782,Gutsyracer21,US,40.28,https://steamcommunity.com/id/werizzskibidi/,45.87
76561199480910533,bogdan-546boss,RO,2.83,https://steamcommunity.com/profiles/76561199480910533/,4.1
76561198357080294,Salsicha21300,,12.25,https://steamcommunity.com/profiles/76561198357080294/,10.98
76561198796325635,white,HR,0.0,https://steamcommunity.com/profiles/76561198796325635/,0.0
76561198891561992,Fuuka,DE,90.22,https://steamcommunity.com/profiles/76561198891561992/,95.7
76561199496096642,xxx,,13.88,https://steamcommunity.com/profiles/76561199496096642/,13.18
76561198077246223,Vezikanary,,0.0,https://steamcommunity.com/profiles/76561198077246223/,0.0
76561198142423120,Avid,,45.87,https://steamcommunity.com/id/BBKKSS/,45.9
76561198042893835,Mamekuma,US,55.18,https://steamcommunity.com/id/mamekumaaa/,54.97
76561198840270603,Activate Windows,RU,10.32,https://steamcommunity.com/id/ProvoDev/,28.15
76561198029123931,Kippy,US,14.18,https://steamcommunity.com/profiles/76561198029123931/,14.78
76561199537218470,~Cigani~ sassyproof2,SI,13.25,https://steamcommunity.com/profiles/76561199537218470/,11.83
76561198878776106,ST3RR,IL,49.63,https://steamcommunity.com/profiles/76561198878776106/,44.8
76561198052602543,Son_Of_Luftwaffe,RU,22.63,https://steamcommunity.com/id/pironiero/,19.2
76561198045278125,TTV.Kazekageanthony,US,50.62,https://steamcommunity.com/profiles/76561198045278125/,44.35
76561199009282374,toastpow,RS,19.93,https://steamcommunity.com/profiles/76561199009282374/,20.62
76561198263325055,Commander Fox,,77.67,https://steamcommunity.com/id/kbrooks25/,83.97
76561198076827191,Dr_Box,US,66.67,https://steamcommunity.com/profiles/76561198076827191/,73.07
76561198134213098,CassanDragon,,26.18,https://steamcommunity.com/profiles/76561198134213098/,28.28
76561198032350987,Undrego,ZA,7.35,https://steamcommunity.com/id/undrego/,8.15
76561198998369415,Ɑ͞ ̶͞ ̶͞ ﻝﮞ,MD,36.0,https://steamcommunity.com/profiles/76561198998369415/,34.4
76561199383477457,Granny,,42.1,https://steamcommunity.com/id/bananaboigamez/,30.97
76561198377518835,Nom,,22.02,https://steamcommunity.com/profiles/76561198377518835/,34.98
76561198863759645,ZenkoZTL,CA,17.7,https://steamcommunity.com/profiles/76561198863759645/,19.17
76561199803681982,Razvy,,56.8,https://steamcommunity.com/profiles/76561199803681982/,58.62
76561198063500886,Antikva,AQ,37.52,https://steamcommunity.com/id/mctriskvist/,36.1
76561198052404642,PacFire,US,0.0,https://steamcommunity.com/profiles/76561198052404642/,0.0
76561197987515912,Schluckspecht,,0.0,https://steamcommunity.com/id/SchluckSpecht1/,0.0
76561198281215729,Notly,,49.57,https://steamcommunity.com/id/notlyan/,51.5
76561198320993365,Just/in time,,2.77,https://steamcommunity.com/profiles/76561198320993365/,1.0
76561199466014038,MasterBlazer,KP,10.58,https://steamcommunity.com/id/iamthekinginhere/,12.97
76561199006283734,SurfeeTurd333,US,52.3,https://steamcommunity.com/profiles/76561199006283734/,52.38
76561198068112520,Dr. Mish,,22.13,https://steamcommunity.com/id/Mishalinho/,23.53
76561198325814802,Ghostic,HU,65.72,https://steamcommunity.com/profiles/76561198325814802/,63.07
76561198091211316,ODDsoup,GB,35.43,https://steamcommunity.com/id/ODDSOUP/,43.88
76561199572426750,河北省田丽芳死全家的,,65.87,https://steamcommunity.com/profiles/76561199572426750/,68.08
76561199131443501,catnip,,78.08,https://steamcommunity.com/profiles/76561199131443501/,114.33
76561199506099680,-taero,CM,41.57,https://steamcommunity.com/profiles/76561199506099680/,20.6
76561199543523273,masbro7926,ID,0.0,https://steamcommunity.com/profiles/76561199543523273/,0.0
76561198379836295,Fourel,,36.6,https://steamcommunity.com/id/4Rel/,38.03
76561199582924586,Domino guy,,19.62,https://steamcommunity.com/profiles/76561199582924586/,19.8
76561199017148755,hella,,0.0,https://steamcommunity.com/id/hellalink/,0.0
76561198894515452,RawR!,US,99.3,https://steamcommunity.com/profiles/76561198894515452/,86.97
76561199438911518,󠁳⁧⁧ seven!,JP,0.0,https://steamcommunity.com/profiles/76561199438911518/,0.0
76561199588590528,Vernon,US,0.0,https://steamcommunity.com/profiles/76561199588590528/,0.0
76561199260047542,Köftespieß,,0.0,https://steamcommunity.com/profiles/76561199260047542/,0.0
76561198048685299,Hobo Spider,US,2.85,https://steamcommunity.com/id/zinn1/,2.85
76561199076135162,W,UZ,13.15,https://steamcommunity.com/profiles/76561199076135162/,10.88
76561198127345815,What the glorp,,59.7,https://steamcommunity.com/id/Martungas/,58.92
76561199182910814,yrezk2004,,78.8,https://steamcommunity.com/profiles/76561199182910814/,69.95
76561198239852718,✪ Jimmy,,7.6,https://steamcommunity.com/profiles/76561198239852718/,4.87
76561198391443167,legomaster2226,US,10.93,https://steamcommunity.com/profiles/76561198391443167/,17.5
76561198071290650,zoraito,PA,68.37,https://steamcommunity.com/id/Zoraito/,68.45
76561198082102647,Dan,DE,13.33,https://steamcommunity.com/id/7drei/,0.0
76561199034118931,Camden,US,18.55,https://steamcommunity.com/id/camden1/,22.45
76561199339927956,YBP,,5.87,https://steamcommunity.com/id/YBP123/,6.87
76561199788096879,Arsam Fury,,43.3,https://steamcommunity.com/profiles/76561199788096879/,40.53
76561198143228903,koulland,GR,101.05,https://steamcommunity.com/id/koullndgamer/,90.55
76561199160906071,Minak Kru,,17.73,https://steamcommunity.com/profiles/76561199160906071/,16.6
76561198855647682,Heema,,0.0,https://steamcommunity.com/profiles/76561198855647682/,0.0
76561198989826009,Krobssy,XK,70.08,https://steamcommunity.com/profiles/76561198989826009/,65.77
76561199475855307,KITTYKAZ1,GB,0.33,https://steamcommunity.com/profiles/76561199475855307/,0.33
76561198145362005,kitty,,122.13,https://steamcommunity.com/id/kittykumo/,124.33
76561198072421426,nixon,NL,31.73,https://steamcommunity.com/profiles/76561198072421426/,23.3
76561199441446561,your not here,GB,61.95,https://steamcommunity.com/profiles/76561199441446561/,66.45
76561199655550739,THE SPECTER -II🅰KII,IQ,30.73,https://steamcommunity.com/profiles/76561199655550739/,27.75
76561199012381945,Sule,,0.0,https://steamcommunity.com/profiles/76561199012381945/,0.0
76561198972902034,Butterscotch,US,15.4,https://steamcommunity.com/id/Butterscotch_96/,18.05
76561198355089825,W4SA,,18.27,https://steamcommunity.com/id/codexgigass/,17.72
76561198029594326,xDELITAx,US,0.0,https://steamcommunity.com/profiles/76561198029594326/,0.0
76561198063174099,bingthebong,US,73.08,https://steamcommunity.com/id/notsleckbro/,73.43
76561199073071874,Havik,US,97.25,https://steamcommunity.com/id/Havik3664/,101.52
76561199210462699,Mukil_Subathesh,IN,17.43,https://steamcommunity.com/profiles/76561199210462699/,53.63
76561198410148753,Losive,US,0.0,https://steamcommunity.com/profiles/76561198410148753/,0.0
76561198916262438,✠︎ adolf ✠,AE,0.0,https://steamcommunity.com/profiles/76561198916262438/,0.0
76561199559759774,Kobaxa777,GE,12.42,https://steamcommunity.com/profiles/76561199559759774/,13.35
76561198071228845,joejigglez,,23.6,https://steamcommunity.com/profiles/76561198071228845/,23.62
76561198120060855,Sharter,RS,0.0,https://steamcommunity.com/id/thesharter/,0.0
76561199765713993,sigma,RU,0.0,https://steamcommunity.com/profiles/76561199765713993/,0.0
76561198289086327,a literal potato,FI,58.67,https://steamcommunity.com/profiles/76561198289086327/,60.27
76561199012408973,XI | Raccoon,,2.08,https://steamcommunity.com/profiles/76561199012408973/,2.08
76561198423524629,nutmeg,,53.85,https://steamcommunity.com/id/puppetcarnival/,66.35
76561199591164821,avnermadar,CA,0.0,https://steamcommunity.com/profiles/76561199591164821/,0.0
76561198831105342,Ash,CH,11.87,https://steamcommunity.com/profiles/76561198831105342/,12.55
76561199524436912,Technoserver,US,123.28,https://steamcommunity.com/profiles/76561199524436912/,102.97
76561198132194853,PistolRcks,,27.72,https://steamcommunity.com/id/pistolrcks/,31.33
76561199012306540,Visionツ,,196.92,https://steamcommunity.com/profiles/76561199012306540/,198.4
76561199025835955,Godoftheseas,,44.78,https://steamcommunity.com/id/12128383828482823/,43.83
76561199553061776,Mr N,US,46.83,https://steamcommunity.com/profiles/76561199553061776/,45.68
76561199700169537,Bunka da Bunkaquan,,136.85,https://steamcommunity.com/profiles/76561199700169537/,126.57
76561198380057842,shuttheup,SG,19.07,https://steamcommunity.com/profiles/76561198380057842/,16.62
76561199380365760,skibidirizzler93,,0.1,https://steamcommunity.com/profiles/76561199380365760/,0.1
76561199729951587,MR_Emad:),,0.0,https://steamcommunity.com/profiles/76561199729951587/,0.0
76561198195215753,There is NO-Peke,DE,50.28,https://steamcommunity.com/id/nopeke/,49.78
76561198156425140,ImportedSocks,US,91.37,https://steamcommunity.com/id/importedsocks/,97.88
76561198149785169,Benja,BA,0.0,https://steamcommunity.com/profiles/76561198149785169/,0.0
76561198271672862,kapolis,,84.55,https://steamcommunity.com/profiles/76561198271672862/,80.15
76561198935560845,Ironblasta,NZ,25.43,https://steamcommunity.com/profiles/76561198935560845/,24.93
76561199467997777,x4wqm,,60.63,https://steamcommunity.com/profiles/76561199467997777/,57.5
76561199077340485,acurowave #milafans,,26.02,https://steamcommunity.com/id/milamilamilamila/,28.55
76561197971402882,Kaelib,CA,101.12,https://steamcommunity.com/id/Kaelib/,103.3
76561199220336639,rainflo,,47.12,https://steamcommunity.com/id/ra1nflo/,49.02
76561198047106632,/// 💀💀💀💀 ///,,5.12,https://steamcommunity.com/profiles/76561198047106632/,4.77
76561198812382639,白いご飯 ⚔,,21.23,https://steamcommunity.com/id/ShiroiGohan7/,16.83
76561198044245049,UnikueeNQuixoticTv,PL,84.6,https://steamcommunity.com/id/Khuana/,86.42
76561199060082328,ijxckZ,,5.17,https://steamcommunity.com/profiles/76561199060082328/,9.77
76561198382122884,Simo62bit,IT,51.28,https://steamcommunity.com/profiles/76561198382122884/,51.97
76561199062053709,Jack Weenie,US,0.0,https://steamcommunity.com/profiles/76561199062053709/,0.0
76561198047963362,U2PI,US,8.02,https://steamcommunity.com/profiles/76561198047963362/,7.58
76561199034540724,Toggle_Zoom,,6.78,https://steamcommunity.com/profiles/76561199034540724/,11.32
76561199067864417,Khanzyy,,22.82,https://steamcommunity.com/profiles/76561199067864417/,25.97
76561199126777569,Nice Lion,,8.23,https://steamcommunity.com/profiles/76561199126777569/,8.23
76561198807674912,LiLyPad♿,RO,36.8,https://steamcommunity.com/profiles/76561198807674912/,38.12
76561199803412597,alex pereira,AU,64.13,https://steamcommunity.com/profiles/76561199803412597/,56.47
76561198963669196,The DRINK,IN,20.48,https://steamcommunity.com/profiles/76561198963669196/,18.6
76561198125034375,Cyberpunk 2077,IQ,36.57,https://steamcommunity.com/id/UTCHIHAZOMBI/,15.37
76561199094935980,thief,NL,30.13,https://steamcommunity.com/profiles/76561199094935980/,34.1
76561198080691848,Paskal,GR,34.02,https://steamcommunity.com/id/paskalpasxalidis/,34.05
76561197997628365,Argon,US,29.37,https://steamcommunity.com/profiles/76561197997628365/,29.37
76561199206035645,Zdrinkan,DK,19.8,https://steamcommunity.com/profiles/76561199206035645/,18.47
76561199214350378,jai_theguy69,,6.52,https://steamcommunity.com/profiles/76561199214350378/,82.55
76561198095409556,Mandingo,CA,60.85,https://steamcommunity.com/profiles/76561198095409556/,56.28
76561199009831914,Spook,CZ,35.77,https://steamcommunity.com/profiles/76561199009831914/,36.3
76561198962636855,JonAfin,US,112.23,https://steamcommunity.com/profiles/76561198962636855/,103.15
76561199090412500,VagueSpoonz,,76.2,https://steamcommunity.com/profiles/76561199090412500/,64.1
76561199077958772,LoveAndLeoTV,US,3.42,https://steamcommunity.com/id/LoveAndLeoTV/,3.42
76561199547406202,geovanny2010,,43.9,https://steamcommunity.com/profiles/76561199547406202/,40.25
76561198334410547,Major TLo,US,198.85,https://steamcommunity.com/id/Major_TLo/,197.02
76561199153821190,NiKOLE,ME,33.67,https://steamcommunity.com/id/nikole1216/,32.87
76561198449132088,Pasculee,,29.62,https://steamcommunity.com/profiles/76561198449132088/,31.03
76561198894104005,buh,ID,16.27,https://steamcommunity.com/id/larissarochesucks/,20.13
76561199110530097,Rosa,BR,66.82,https://steamcommunity.com/id/milkytynus/,64.93
76561199508733007,Yukimiya_Kenyu,,91.13,https://steamcommunity.com/profiles/76561199508733007/,98.0
76561198045537981,OmegaGiven,US,74.12,https://steamcommunity.com/profiles/76561198045537981/,85.8
76561199156277031,Cjesper,NL,2.32,https://steamcommunity.com/id/nomansdick/,11.73
76561199101288889,UltimateVegito96,US,101.9,https://steamcommunity.com/profiles/76561199101288889/,95.48
76561199222480372,torchermonke,,6.68,https://steamcommunity.com/profiles/76561199222480372/,6.55
76561199706346372,Lemonk,,59.83,https://steamcommunity.com/id/Lemonk6990/,59.83
76561199235072916,Demire,US,8.52,https://steamcommunity.com/profiles/76561199235072916/,7.97
76561198087996438,Israphall,US,54.2,https://steamcommunity.com/id/TheVerbotenVirus/,57.93
76561199523429875,Ballman11,,20.33,https://steamcommunity.com/profiles/76561199523429875/,18.55
76561198093652020,klementine,US,41.55,https://steamcommunity.com/id/klementineqt/,42.82
76561198983219791,kai.zip,UY,28.88,https://steamcommunity.com/id/kaizip/,18.93
76561198025917911,Toaster Goblin,,53.75,https://steamcommunity.com/profiles/76561198025917911/,56.33
76561199528075732,g,,54.52,https://steamcommunity.com/id/stgdkxd/,56.22
76561198148684951,☠ 3NTR ☠,NL,44.15,https://steamcommunity.com/profiles/76561198148684951/,48.18
76561198009594293,ViviTron,US,181.27,https://steamcommunity.com/id/Vivian_Tron/,174.73
76561199370331584,Yoshimir007,NL,40.47,https://steamcommunity.com/profiles/76561199370331584/,41.5
76561199528071737,hh | Durex,RU,62.47,https://steamcommunity.com/profiles/76561199528071737/,63.6
76561199246003693,cocodada,,0.0,https://steamcommunity.com/profiles/76561199246003693/,0.0
76561199075040727,NeMo,KP,0.0,https://steamcommunity.com/profiles/76561199075040727/,0.0
76561198154347236,Safeish,,17.92,https://steamcommunity.com/id/safeish/,15.03
76561199158556638,Shinji,,46.98,https://steamcommunity.com/profiles/76561199158556638/,46.02
76561199698726310,Solzhenisty,EG,48.73,https://steamcommunity.com/profiles/76561199698726310/,54.5
76561199251066613,MizaN,IR,10.38,https://steamcommunity.com/id/OxPlay/,13.68
